16:02:30.844 [main] ERROR o.s.boot.SpringApplication - Application run failed
java.lang.IllegalStateException: java.io.FileNotFoundException: E:\IdeaProjects\smart_dormitory_repair\logback.xml (系统找不到指定的文件。)
	at org.springframework.boot.context.logging.LoggingApplicationListener.initializeSystem(LoggingApplicationListener.java:324)
	at org.springframework.boot.context.logging.LoggingApplicationListener.initialize(LoggingApplicationListener.java:288)
	at org.springframework.boot.context.logging.LoggingApplicationListener.onApplicationEnvironmentPreparedEvent(LoggingApplicationListener.java:246)
	at org.springframework.boot.context.logging.LoggingApplicationListener.onApplicationEvent(LoggingApplicationListener.java:223)
	at org.springframework.context.event.SimpleApplicationEventMulticaster.doInvokeListener(SimpleApplicationEventMulticaster.java:172)
	at org.springframework.context.event.SimpleApplicationEventMulticaster.invokeListener(SimpleApplicationEventMulticaster.java:165)
	at org.springframework.context.event.SimpleApplicationEventMulticaster.multicastEvent(SimpleApplicationEventMulticaster.java:139)
	at org.springframework.context.event.SimpleApplicationEventMulticaster.multicastEvent(SimpleApplicationEventMulticaster.java:127)
	at org.springframework.boot.context.event.EventPublishingRunListener.environmentPrepared(EventPublishingRunListener.java:76)
	at org.springframework.boot.SpringApplicationRunListeners.environmentPrepared(SpringApplicationRunListeners.java:53)
	at org.springframework.boot.SpringApplication.prepareEnvironment(SpringApplication.java:345)
	at org.springframework.boot.SpringApplication.run(SpringApplication.java:308)
	at org.springframework.boot.SpringApplication.run(SpringApplication.java:1226)
	at org.springframework.boot.SpringApplication.run(SpringApplication.java:1215)
	at com.timecarol.smart_dormitory_repair.SmartDormitoryRepairApplication.main(SmartDormitoryRepairApplication.java:12)
Caused by: java.io.FileNotFoundException: E:\IdeaProjects\smart_dormitory_repair\logback.xml (系统找不到指定的文件。)
	at java.io.FileInputStream.open0(Native Method)
	at java.io.FileInputStream.open(FileInputStream.java:195)
	at java.io.FileInputStream.<init>(FileInputStream.java:138)
	at java.io.FileInputStream.<init>(FileInputStream.java:93)
	at sun.net.www.protocol.file.FileURLConnection.connect(FileURLConnection.java:90)
	at sun.net.www.protocol.file.FileURLConnection.getInputStream(FileURLConnection.java:188)
	at java.net.URL.openStream(URL.java:1067)
	at org.springframework.boot.context.logging.LoggingApplicationListener.initializeSystem(LoggingApplicationListener.java:317)
	... 14 common frames omitted
16:02:49.360 [main] INFO  c.t.s.SmartDormitoryRepairApplication - Starting SmartDormitoryRepairApplication on DESKTOP-I1M4IDV with PID 16940 (E:\IdeaProjects\smart_dormitory_repair\target\classes started by 18417 in E:\IdeaProjects\smart_dormitory_repair)
20:30:25.542 [main] INFO  c.t.s.SmartDormitoryRepairApplication - Starting SmartDormitoryRepairApplication on DESKTOP-I1M4IDV with PID 17884 (E:\IdeaProjects\smart_dormitory_repair\target\classes started by 18417 in E:\IdeaProjects\smart_dormitory_repair)
20:30:25.546 [main] INFO  c.t.s.SmartDormitoryRepairApplication - No active profile set, falling back to default profiles: default
20:30:26.490 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
20:30:26.654 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8086 (http)
20:30:26.659 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8086"]
20:30:26.659 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
20:30:26.659 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.27]
20:30:26.660 [main] INFO  o.a.c.core.AprLifecycleListener - Loaded APR based Apache Tomcat Native library [1.2.30] using APR version [1.7.0].
20:30:26.660 [main] INFO  o.a.c.core.AprLifecycleListener - APR capabilities: IPv6 [true], sendfile [true], accept filters [false], random [true].
20:30:26.661 [main] INFO  o.a.c.core.AprLifecycleListener - APR/OpenSSL configuration: useAprConnector [false], useOpenSSL [true]
20:30:26.663 [main] INFO  o.a.c.core.AprLifecycleListener - OpenSSL successfully initialized [OpenSSL 1.1.1k  25 Mar 2021]
20:30:26.730 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
20:30:26.731 [main] INFO  o.s.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 1130 ms
20:30:27.904 [main] INFO  c.t.s.config.ExecutorServiceConfig - 初始化线程池, 核心线程数量: 8, 最大线程数量: 16, 允许线程空闲时间: 60, 缓冲队列大小: 200
20:30:27.919 [main] INFO  s.d.s.w.PropertySourcedRequestMappingHandlerMapping - Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2Controller#getDocumentation(String, HttpServletRequest)]
20:30:28.119 [main] INFO  s.d.s.w.p.DocumentationPluginsBootstrapper - Context refreshed
20:30:28.130 [main] INFO  s.d.s.w.p.DocumentationPluginsBootstrapper - Found 1 custom documentation plugin(s)
20:30:28.156 [main] INFO  s.d.s.w.s.ApiListingReferenceScanner - Scanning for api listing references
20:30:28.357 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8086"]
20:30:28.378 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8086 (http) with context path ''
20:30:28.380 [main] INFO  c.t.s.SmartDormitoryRepairApplication - Started SmartDormitoryRepairApplication in 3.193 seconds (JVM running for 4.192)
20:30:28.381 [main] INFO  c.t.s.SmartDormitoryRepairApplication - smart-dormitory启动完成, 耗时: 3271毫秒, swagger地址: http://localhost:8086/swagger-ui.html
20:30:34.658 [http-nio-8086-exec-2] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
20:30:34.658 [http-nio-8086-exec-2] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
20:30:34.663 [http-nio-8086-exec-2] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 5 ms
20:30:34.722 [http-nio-8086-exec-2] INFO  c.t.s.config.GlobalExceptionHandler - 发生异常, localTime: 2022-09-03 20:30:34, time: 1662208234720, 异常信息: {}
cn.dev33.satoken.exception.NotLoginException: 未能读取到有效Token
	at cn.dev33.satoken.exception.NotLoginException.newInstance(NotLoginException.java:137)
	at cn.dev33.satoken.exception.NotLoginException.newInstance(NotLoginException.java:104)
	at cn.dev33.satoken.stp.StpLogic.getLoginId(StpLogic.java:611)
	at cn.dev33.satoken.stp.StpLogic.checkLogin(StpLogic.java:596)
	at cn.dev33.satoken.stp.StpLogic.checkByAnnotation(StpLogic.java:1507)
	at cn.dev33.satoken.strategy.SaStrategy.lambda$new$4(SaStrategy.java:144)
	at cn.dev33.satoken.strategy.SaStrategy.lambda$new$3(SaStrategy.java:130)
	at cn.dev33.satoken.interceptor.SaAnnotationInterceptor.preHandle(SaAnnotationInterceptor.java:40)
	at org.springframework.web.servlet.HandlerExecutionChain.applyPreHandle(HandlerExecutionChain.java:141)
	at org.springframework.web.servlet.DispatcherServlet.doDispatch(DispatcherServlet.java:1035)
	at org.springframework.web.servlet.DispatcherServlet.doService(DispatcherServlet.java:943)
	at org.springframework.web.servlet.FrameworkServlet.processRequest(FrameworkServlet.java:1006)
	at org.springframework.web.servlet.FrameworkServlet.doGet(FrameworkServlet.java:898)
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:634)
	at org.springframework.web.servlet.FrameworkServlet.service(FrameworkServlet.java:883)
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:741)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:231)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)
	at org.apache.tomcat.websocket.server.WsFilter.doFilter(WsFilter.java:53)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:193)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)
	at org.springframework.web.filter.RequestContextFilter.doFilterInternal(RequestContextFilter.java:100)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:119)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:193)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)
	at org.springframework.web.filter.FormContentFilter.doFilterInternal(FormContentFilter.java:93)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:119)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:193)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)
	at org.springframework.web.filter.CharacterEncodingFilter.doFilterInternal(CharacterEncodingFilter.java:201)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:119)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:193)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)
	at org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:202)
	at org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:96)
	at org.apache.catalina.authenticator.AuthenticatorBase.invoke(AuthenticatorBase.java:526)
	at org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:139)
	at org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:92)
	at org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:74)
	at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:343)
	at org.apache.coyote.http11.Http11Processor.service(Http11Processor.java:408)
	at org.apache.coyote.AbstractProcessorLight.process(AbstractProcessorLight.java:66)
	at org.apache.coyote.AbstractProtocol$ConnectionHandler.process(AbstractProtocol.java:861)
	at org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun(NioEndpoint.java:1579)
	at org.apache.tomcat.util.net.SocketProcessorBase.run(SocketProcessorBase.java:49)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1149)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:624)
	at org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:61)
	at java.lang.Thread.run(Thread.java:748)
20:33:12.933 [main] INFO  c.t.s.SmartDormitoryRepairApplication - Starting SmartDormitoryRepairApplication on DESKTOP-I1M4IDV with PID 3056 (E:\IdeaProjects\smart_dormitory_repair\target\classes started by 18417 in E:\IdeaProjects\smart_dormitory_repair)
20:33:12.936 [main] INFO  c.t.s.SmartDormitoryRepairApplication - No active profile set, falling back to default profiles: default
20:33:13.901 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
20:33:14.071 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8086 (http)
20:33:14.077 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8086"]
20:33:14.077 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
20:33:14.077 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.27]
20:33:14.078 [main] INFO  o.a.c.core.AprLifecycleListener - Loaded APR based Apache Tomcat Native library [1.2.30] using APR version [1.7.0].
20:33:14.078 [main] INFO  o.a.c.core.AprLifecycleListener - APR capabilities: IPv6 [true], sendfile [true], accept filters [false], random [true].
20:33:14.079 [main] INFO  o.a.c.core.AprLifecycleListener - APR/OpenSSL configuration: useAprConnector [false], useOpenSSL [true]
20:33:14.081 [main] INFO  o.a.c.core.AprLifecycleListener - OpenSSL successfully initialized [OpenSSL 1.1.1k  25 Mar 2021]
20:33:14.148 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
20:33:14.148 [main] INFO  o.s.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 1161 ms
20:33:15.332 [main] INFO  c.t.s.config.ExecutorServiceConfig - 初始化线程池, 核心线程数量: 8, 最大线程数量: 16, 允许线程空闲时间: 60, 缓冲队列大小: 200
20:33:15.346 [main] INFO  s.d.s.w.PropertySourcedRequestMappingHandlerMapping - Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2Controller#getDocumentation(String, HttpServletRequest)]
20:33:15.542 [main] INFO  s.d.s.w.p.DocumentationPluginsBootstrapper - Context refreshed
20:33:15.554 [main] INFO  s.d.s.w.p.DocumentationPluginsBootstrapper - Found 1 custom documentation plugin(s)
20:33:15.576 [main] INFO  s.d.s.w.s.ApiListingReferenceScanner - Scanning for api listing references
20:33:15.754 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8086"]
20:33:15.772 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8086 (http) with context path ''
20:33:15.774 [main] INFO  c.t.s.SmartDormitoryRepairApplication - Started SmartDormitoryRepairApplication in 3.15 seconds (JVM running for 4.108)
20:33:15.776 [main] INFO  c.t.s.SmartDormitoryRepairApplication - smart-dormitory启动完成, 耗时: 3227毫秒, swagger地址: http://localhost:8086/swagger-ui.html
20:33:27.075 [http-nio-8086-exec-3] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
20:33:27.075 [http-nio-8086-exec-3] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
20:33:27.079 [http-nio-8086-exec-3] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 4 ms
20:33:27.135 [http-nio-8086-exec-3] INFO  c.t.s.config.GlobalExceptionHandler - 发生异常, localTime: 2022-09-03 20:33:27, time: 1662208407134, 异常信息: {}
cn.dev33.satoken.exception.NotLoginException: 未能读取到有效Token
	at cn.dev33.satoken.exception.NotLoginException.newInstance(NotLoginException.java:137)
	at cn.dev33.satoken.exception.NotLoginException.newInstance(NotLoginException.java:104)
	at cn.dev33.satoken.stp.StpLogic.getLoginId(StpLogic.java:611)
	at cn.dev33.satoken.stp.StpLogic.checkLogin(StpLogic.java:596)
	at cn.dev33.satoken.stp.StpLogic.checkByAnnotation(StpLogic.java:1507)
	at cn.dev33.satoken.strategy.SaStrategy.lambda$new$4(SaStrategy.java:144)
	at cn.dev33.satoken.strategy.SaStrategy.lambda$new$3(SaStrategy.java:130)
	at cn.dev33.satoken.interceptor.SaAnnotationInterceptor.preHandle(SaAnnotationInterceptor.java:40)
	at org.springframework.web.servlet.HandlerExecutionChain.applyPreHandle(HandlerExecutionChain.java:141)
	at org.springframework.web.servlet.DispatcherServlet.doDispatch(DispatcherServlet.java:1035)
	at org.springframework.web.servlet.DispatcherServlet.doService(DispatcherServlet.java:943)
	at org.springframework.web.servlet.FrameworkServlet.processRequest(FrameworkServlet.java:1006)
	at org.springframework.web.servlet.FrameworkServlet.doGet(FrameworkServlet.java:898)
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:634)
	at org.springframework.web.servlet.FrameworkServlet.service(FrameworkServlet.java:883)
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:741)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:231)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)
	at org.apache.tomcat.websocket.server.WsFilter.doFilter(WsFilter.java:53)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:193)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)
	at org.springframework.web.filter.RequestContextFilter.doFilterInternal(RequestContextFilter.java:100)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:119)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:193)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)
	at org.springframework.web.filter.FormContentFilter.doFilterInternal(FormContentFilter.java:93)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:119)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:193)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)
	at org.springframework.web.filter.CharacterEncodingFilter.doFilterInternal(CharacterEncodingFilter.java:201)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:119)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:193)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)
	at org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:202)
	at org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:96)
	at org.apache.catalina.authenticator.AuthenticatorBase.invoke(AuthenticatorBase.java:526)
	at org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:139)
	at org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:92)
	at org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:74)
	at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:343)
	at org.apache.coyote.http11.Http11Processor.service(Http11Processor.java:408)
	at org.apache.coyote.AbstractProcessorLight.process(AbstractProcessorLight.java:66)
	at org.apache.coyote.AbstractProtocol$ConnectionHandler.process(AbstractProtocol.java:861)
	at org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun(NioEndpoint.java:1579)
	at org.apache.tomcat.util.net.SocketProcessorBase.run(SocketProcessorBase.java:49)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1149)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:624)
	at org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:61)
	at java.lang.Thread.run(Thread.java:748)
20:34:03.412 [main] INFO  c.t.s.SmartDormitoryRepairApplication - Starting SmartDormitoryRepairApplication on DESKTOP-I1M4IDV with PID 13336 (E:\IdeaProjects\smart_dormitory_repair\target\classes started by 18417 in E:\IdeaProjects\smart_dormitory_repair)
20:34:03.415 [main] INFO  c.t.s.SmartDormitoryRepairApplication - No active profile set, falling back to default profiles: default
20:34:04.324 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
20:34:04.487 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8086 (http)
20:34:04.493 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8086"]
20:34:04.494 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
20:34:04.494 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.27]
20:34:04.495 [main] INFO  o.a.c.core.AprLifecycleListener - Loaded APR based Apache Tomcat Native library [1.2.30] using APR version [1.7.0].
20:34:04.496 [main] INFO  o.a.c.core.AprLifecycleListener - APR capabilities: IPv6 [true], sendfile [true], accept filters [false], random [true].
20:34:04.496 [main] INFO  o.a.c.core.AprLifecycleListener - APR/OpenSSL configuration: useAprConnector [false], useOpenSSL [true]
20:34:04.499 [main] INFO  o.a.c.core.AprLifecycleListener - OpenSSL successfully initialized [OpenSSL 1.1.1k  25 Mar 2021]
20:34:04.568 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
20:34:04.568 [main] INFO  o.s.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 1107 ms
20:34:05.741 [main] INFO  c.t.s.config.ExecutorServiceConfig - 初始化线程池, 核心线程数量: 8, 最大线程数量: 16, 允许线程空闲时间: 60, 缓冲队列大小: 200
20:34:05.755 [main] INFO  s.d.s.w.PropertySourcedRequestMappingHandlerMapping - Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2Controller#getDocumentation(String, HttpServletRequest)]
20:34:05.950 [main] INFO  s.d.s.w.p.DocumentationPluginsBootstrapper - Context refreshed
20:34:05.960 [main] INFO  s.d.s.w.p.DocumentationPluginsBootstrapper - Found 1 custom documentation plugin(s)
20:34:05.985 [main] INFO  s.d.s.w.s.ApiListingReferenceScanner - Scanning for api listing references
20:34:06.175 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8086"]
20:34:06.198 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8086 (http) with context path ''
20:34:06.200 [main] INFO  c.t.s.SmartDormitoryRepairApplication - Started SmartDormitoryRepairApplication in 3.092 seconds (JVM running for 4.113)
